topicid;dnbid;rel
50;987595113;0
50;991137019;1
50;992284465;0
50;992934370;0
50;1017292205;0
50;1028503687;1
50;1031891951;0
50;1033983578;0
50;1047222272;0
50;1048008401;0
50;1048050491;1
50;1052997538;0
50;1055875565;0
50;1060836300;0
50;1065892357;1
50;1072772337;0
50;1072847434;1
50;1072847485;1
50;1072847493;1
50;1072847531;1
50;1073253945;1
50;0107325397X;1
50;1073254143;1
50;0107325416X;0
50;1074676599;1
50;1076088589;0
50;1076574858;0
50;1077305494;1
50;1080203885;0
50;0108064525X;0
50;1097382966;1
50;1097427692;2
50;1110024851;0
50;1110142803;1
50;1117706370;1
50;1131555864;0
50;1138445541;0
50;1062821963;0
50;1097435385;2
50;1073940616;1
50;1076505481;1
50;1114836826;1
50;1125542640;2
50;992916216;1
50;997539534;1
50;1038162017;0
50;1054567832;0
50;1101478128;2
50;0111406775X;0
50;1117703800;1
50;0112860163X;0
50;987182471;0
50;987268376;1
50;098742078X;0
50;988148552;1
50;988538156;0
50;991516087;0
50;0100697444X;0
50;1010194798;1
50;1010890581;2
50;1011641836;2
50;1013727339;2
50;1028250355;0
50;0104468545X;0
50;0104592928X;1
50;0105227112X;0
50;1066507090;0
50;1068748109;0
50;1069541850;0
50;1072183900;0
50;1076274617;0
50;1077305060;1
50;1111579466;0
50;1113296836;0
50;1129874524;1
50;1138468142;1
50;1044787023;0
50;1050905660;1
50;099335646X;1
50;1068449233;0
50;1081373350;1
50;1110757344;0
50;1138197823;1
2;996956859;0
2;1079079777;2
2;987273795;2
2;991554132;2
2;1127651242;2
2;1010027409;1
2;1001703316;0
2;098787828X;1
2;988248247;0
2;1119815436;0
2;098783035X;1
2;1076132065;0
2;099681194X;1
2;1023284731;2
2;1025059204;1
2;1037217500;1
2;0109079231X;1
2;1101582103;1
2;0111521473X;1
2;1121813585;0
2;1041904762;0
2;099318104X;0
2;0107526202X;1
2;1041798598;0
2;988966395;1
2;1135974772;1
2;994498934;2
2;987143670;1
2;991327837;1
2;099997971X;0
2;1009563041;0
2;0102182397X;1
2;1042538271;0
2;1063705517;1
2;1081780312;0
2;1096331616;2
2;1101944439;2
2;1107191173;2
2;1108089844;2
2;1109804458;0
2;1120020824;2
2;0112626802X;0
2;1129273776;0
2;1068028157;0
4;1058059750;1
4;1065887116;2
4;1041267320;1
4;1096493144;1
4;1046767143;2
4;1064943160;2
4;993928757;0
4;991325818;1
4;1045411221;2
4;988529785;0
4;1097396657;1
4;991751442;0
4;1024083802;1
4;1065873239;2
4;1076040861;1
4;1052173721;1
4;1122023367;0
4;1069105104;2
4;1059401401;1
4;1012254712;0
4;1112144927;0
4;1070922544;0
4;1063163420;1
4;1137200588;0
4;1077182171;0
4;1079346287;0
4;1119913993;0
4;1079005935;0
4;1073693589;0
4;1009113453;0
4;1078890064;0
4;0107889017X;0
4;1045414964;1
4;1064431283;2
4;1067362029;1
4;1097429903;1
4;1046346679;0
4;994649487;1
4;1046480308;0
4;1048722287;2
4;1052224156;1
4;1056040955;2
4;1059166089;0
4;1066043167;0
4;1066286337;0
4;1066707790;0
4;1069728497;0
4;1074465903;0
4;1085635260;0
4;1117704017;1
4;1118851439;0
4;1118915127;0
4;1122198493;0
4;1127050311;1
4;1055823093;1
4;1065886535;0
4;1074465415;0
4;984349766;0
4;987318756;0
4;987701746;0
4;987727230;1
4;987862243;0
4;989717836;0
4;0101178646X;0
4;1017328714;0
4;1022706845;0
4;1029357250;0
4;1029573212;0
4;1044963913;1
4;1046766511;0
4;1046768220;0
4;1047021412;1
4;1048723291;1
4;1049935535;0
4;1051345030;0
4;1051346053;0
4;1052417256;1
4;1053705727;0
4;1054045844;0
4;1054138656;0
4;1056853646;0
4;1058481061;2
4;1058946994;1
4;1059548615;2
4;1059811235;0
4;1060531607;0
4;1061081818;0
4;0106295971X;0
4;1065962436;0
4;1066510520;0
4;1066987157;0
4;1067615148;0
4;1067619305;0
4;0106770194X;0
4;1069781088;1
4;1069905100;0
4;1072075741;0
4;1074471644;0
4;0107465370X;0
4;0107730269X;1
4;1077309716;1
4;1080723315;0
4;0108101637X;0
4;1103961233;0
4;1110349890;0
4;1117696790;0
4;0111909710X;0
4;1135200971;1
4;1136717013;0
4;1141108941;0
4;0114110895X;0
4;989880478;0
8;1007554223;0
8;1013507452;0
8;1065320175;0
8;0112534525X;0
8;1125490969;2
8;1046563564;0
8;1047336790;0
8;1048469883;0
8;1050095359;0
8;1051057523;0
8;1052240364;0
8;0105243875X;0
8;1053982801;0
8;1062536568;0
8;1062948572;0
8;1064990886;0
8;1065232616;0
8;1065233620;0
8;0106880999X;0
8;1071509292;0
8;1071843443;0
8;1072621908;0
8;1075840007;0
8;1078112576;0
8;1078898308;0
8;1080393145;0
8;0108056084X;0
8;1081899646;0
8;1082504718;0
8;1088323456;0
8;1089006632;0
8;1098427815;0
8;1110027796;0
8;1119803705;0
8;1123998728;0
8;1068339977;2
8;1082195359;0
8;1077307497;2
8;1066903433;2
8;1047231646;0
8;1064976743;0
8;1088318193;0
8;1110893558;2
8;992848598;2
8;0101072052X;2
8;1061182371;2
8;1012602095;1
8;1022807315;2
8;1045729604;0
8;0106311067X;0
8;1068778679;0
8;1071209698;2
8;1098187210;1
8;1125345268;0
8;1131111648;2
8;999005979;1
8;1052221548;0
8;1060724014;0
8;1065233663;0
8;1065320167;0
8;1068591285;0
8;1070068217;0
8;1070704776;2
8;1074139569;0
8;1075493668;0
8;1079140026;0
8;1080532404;0
8;1082202509;0
8;1096331489;1
8;1100164596;1
8;1119803713;0
8;1119807921;2
8;1069863297;2
19;986480932;2
19;987065998;2
19;986649368;1
19;986656135;1
19;987420135;0
19;987455613;2
19;098840253X;1
19;988529394;1
19;990818675;0
19;991397061;1
19;0107923022X;0
19;1079236260;0
19;1079236848;0
19;0108032304X;0
19;1098201922;1
19;1098208498;0
19;1099703212;0
19;1133109217;0
19;1049935101;0
19;1118640004;0
19;990887448;1
19;1008813540;0
19;1013305337;0
19;1023549239;0
19;1053468830;0
19;1054757186;0
19;1062810481;0
19;1104389487;0
19;1113200731;0
19;1047475367;0
19;1064550703;0
17;1049285298;2
17;1058480065;2
17;987420666;1
17;995769834;0
17;1022483331;0
17;1024646246;0
17;1027507328;0
17;1044951125;1
17;1045436666;1
17;0104700173X;0
17;1047017830;0
17;1047239299;0
17;1047624117;0
17;1058252607;0
17;1058647229;1
17;1063342716;0
17;1064194052;1
17;1065886411;0
17;1072765071;0
17;1072765357;0
17;1049323556;0
17;1045075728;1
17;1046982591;0
17;1133264409;1
17;1045522422;1
17;1046768018;0
17;1057779008;1
17;0106376212X;0
17;1065721188;0
17;988709996;0
17;989359077;0
17;989622940;0
17;993285961;0
17;993369731;0
17;1047051702;0
17;1048360172;0
17;1049369661;0
17;1051625521;0
17;1052629318;0
17;1053711115;1
17;1065873301;0
17;1067706852;0
17;1097473767;0
17;1028886039;0
17;0104637947X;0
17;986833363;0
17;988918382;0
17;989643069;0
17;991310314;0
17;992686377;0
17;1016664818;0
17;1023367505;0
17;1045521205;0
17;1046476270;0
17;1046481010;0
17;1046765655;0
17;1046769081;0
17;1046840843;0
17;1046981412;0
17;1047001136;0
17;1047001624;0
17;0104718043X;0
17;1047800020;0
17;1048094030;0
17;1049323599;0
17;1050066200;0
17;1050356616;1
17;1051936470;0
17;1052187986;0
17;1052742947;0
17;1053208006;0
17;1054137420;0
17;1054891893;0
17;1057778966;0
17;1057779024;0
17;1057960691;0
17;1058058711;0
17;1058480294;0
17;1058481088;0
17;1058515314;0
17;1060979047;0
17;1061134148;1
17;1062781163;0
17;0106369311X;0
17;1063760569;0
17;1064943993;0
17;1065721560;0
17;1065887019;0
17;1065928912;0
17;1066989435;0
17;1084480344;0
17;1097386708;0
17;1110012853;0
17;1110016352;0
17;1117710254;0
18;1101344032;0
18;0110979200X;2
18;0106937573X;1
18;1094662003;0
18;1123803137;0
18;1084634031;1
18;0112545413X;0
18;1068262974;0
18;1069374717;2
18;1077989164;2
18;1072074672;0
18;1097486842;0
18;1052539378;0
18;1122111088;0
18;1116080192;1
18;1050882504;0
18;1067211578;1
18;0108900558X;1
18;0110825599X;1
18;1053032404;0
18;1059740311;2
18;1065393288;0
18;1067916148;0
18;1070218723;1
18;0107053451X;0
18;1070863920;0
18;1077914377;1
18;1079525300;1
18;1079652620;0
18;0108059180X;0
18;1080700927;0
18;1082426458;0
18;0108463418X;1
18;1095766473;1
18;1113592982;1
18;987861972;0
18;1062770218;1
18;1076590233;1
18;994394357;0
18;1129958078;0
18;1118968492;0
18;1068208988;0
18;1062536878;1
18;1064099165;2
18;1097492052;2
18;1017131333;0
18;1075493331;1
18;1052221971;0
18;1100387617;0
18;1068208449;0
18;1017148074;0
18;1046987143;1
18;1062536703;0
18;1078904545;0
18;1017173273;0
18;0106664506X;0
18;1076271022;1
18;1102197068;0
18;1121007589;0
18;1113592702;0
18;1056910259;0
18;1047097176;1
18;1066645086;0
18;1079524436;0
18;1120410096;0
18;1048384802;0
18;1054951101;0
18;1046832913;0
18;1054328811;0
18;0105690805X;1
18;1057870366;0
18;0111413760X;1
18;989060829;0
18;994618166;0
18;1046832794;0
18;1079841202;1
18;1113012129;0
18;1115861662;0
18;1060542994;0
18;1070819492;0
18;1077212070;0
18;1046832875;1
18;1052221416;0
18;1052221955;0
18;1068208716;1
18;1072293919;0
18;1093411503;0
18;1102933333;0
18;1062537009;0
18;1082029807;0
18;1076486592;0
18;1062536371;1
18;1112553061;0
18;1126036277;1
18;1067629041;0
18;0110567861X;0
18;1062948912;0
18;1104170523;0
18;1123931232;0
18;0106623874X;0
18;1070578436;1
18;1066645094;0
18;1082237949;0
18;1100387609;0
18;1113011998;1
18;1071898353;0
18;1062536673;0
18;989442012;0
18;990484610;0
18;1124841385;0
18;1052020585;0
18;1060717832;0
18;0102329186X;0
18;1067917667;0
18;1065665644;2
18;1052221173;0
18;1070423599;0
18;0111884677X;0
18;998764736;0
18;989019195;0
18;1034596977;0
18;1026219744;0
18;1084352206;0
18;1052677517;0
18;1069375365;0
18;1072072785;0
18;0109576652X;0
18;0101570266X;0
18;1050199782;0
18;1058946269;0
18;1053959524;0
18;0105582801X;0
18;1116950545;0
18;1132320550;0
18;984830243;0
18;1046328263;0
18;1117808408;0
18;0107173072X;0
18;990357392;0
18;1053982860;2
18;1112293949;1
32;984704841;1
32;986877018;1
32;986634662;1
32;1031787607;2
32;996841512;1
32;1080172750;2
32;985929359;1
32;995654549;2
32;1076253644;1
32;994102666;2
32;1074239032;2
32;998588970;1
32;1002406471;0
32;1053168306;0
32;1047841827;0
32;1020462701;0
32;1003596509;0
32;0102374273X;0
32;1078903239;0
32;098833108X;1
32;1098161009;1
32;0113015887X;1
32;986863076;0
32;995792801;0
32;098721778X;1
32;1048050653;0
33;1045072125;2
33;1047099470;2
33;0104762513X;1
33;1049369629;1
33;1051771218;2
33;1065953917;1
33;1066989419;2
33;1075320852;2
33;1079660143;1
33;1097563529;2
33;1116605694;2
33;993983790;0
33;1011726017;1
33;1053226942;1
33;0106089999X;1
33;1064943403;1
33;1065875606;0
33;1067706526;0
33;1072189887;0
33;1074671031;1
33;1080106901;2
33;1082744514;1
33;0109758240X;1
33;1115800507;2
33;1117711188;0
33;1117711560;1
33;1124433406;2
33;1058253336;1
33;1118850335;0
33;1051284988;0
33;1046990586;0
33;0105778110X;0
33;1077307632;2
33;1046656619;1
33;1051935423;0
33;0106000691X;1
33;1062839838;0
33;1063691230;0
33;1065915322;1
33;1074585119;2
33;1081627484;0
33;1110034849;2
33;1110755953;0
33;1051735858;0
33;1060945452;0
33;1064002501;0
33;1049440056;2
33;1055997660;2
33;1059350637;0
33;1065954816;0
33;1065960123;2
33;1067703411;1
33;1067748423;0
33;1074673549;0
33;1066948348;0
33;986964093;0
33;1048522555;0
33;1049392906;0
33;1058643932;2
33;1060834804;1
33;0106620201X;0
33;1068167408;0
33;1077913885;0
33;1110144083;1
33;1110145187;0
33;1113010576;1
33;1113010843;1
33;1124902597;0
33;1131366255;0
33;986348201;0
33;986902659;0
33;987235575;0
33;988331225;0
33;988917637;0
33;992654696;0
33;993571352;0
33;0100355119X;0
33;1005009414;0
33;1017010242;0
33;1025127676;0
33;1046182935;0
33;0106095365X;0
33;1062696751;0
33;1064037631;0
33;1066724814;0
33;1068627883;0
33;1071088726;0
33;0107736251X;0
33;1100561080;0
33;1101481382;0
33;1108112005;0
33;1123482330;0
33;1139883984;0
33;098951126X;0
33;1051978297;0
33;1054997624;0
33;1058105027;0
33;1062972929;0
33;1063163781;0
33;1067396578;0
33;1067924272;2
33;1072484781;0
33;1076911676;0
33;1077301170;0
33;1097386260;0
33;1097487229;0
33;1109883137;0
33;1122392877;0
33;0104527867X;1
33;1049831136;1
33;1063166918;1
33;1046889990;1
33;1052530141;1
33;1126036137;1
33;1122831870;1
33;1075253713;1
33;988192942;0
33;1077315775;0
33;997657006;0
35;986930490;1
35;1049193245;0
35;1077312539;0
35;1105180867;0
35;998739189;2
35;1023000636;2
35;1098200772;2
35;0101147087X;0
35;985010444;0
35;988840723;0
35;999186647;0
35;0104872381X;1
35;1009920243;0
35;991248066;2
35;993366511;2
35;1069549932;2
35;1079817174;0
35;1030125996;2
35;984274464;1
35;991202619;0
35;1069549185;1
35;1078265496;1
35;1101365455;0
35;991192559;1
35;1008013617;2
35;0102774463X;1
35;1033918768;0
35;1033812889;0
35;1123071306;0
35;994176732;0
35;984437894;2
35;986752320;0
35;987386182;0
35;997099348;0
35;1001786300;1
35;1002864143;1
35;1006370366;1
35;1008011762;0
35;1012733017;1
35;993717748;0
35;1008207039;0
35;1009462180;0
35;1077301588;0
35;1029454612;0
35;099550881X;0
35;1011918099;0
35;1129453197;0
35;1060067773;0
35;998699861;0
35;987106406;1
35;099404321X;0
35;1005534071;1
35;990770826;0
35;989975738;0
35;993848389;1
35;991656083;1
35;992356970;0
35;999697188;0
35;992552109;0
35;099058481X;1
35;0101007749X;0
35;982000367;0
35;1000154270;2
35;986186147;0
35;1131729935;0
35;993950078;0
35;995471134;1
35;1124180486;1
35;1077868294;0
35;987758055;0
35;997833165;0
35;1013760972;0
35;1009167464;1
35;1016687974;0
35;994958692;1
35;1002630452;1
35;991211944;0
35;1055918434;0
35;1014251370;0
35;1139173898;0
35;993690696;0
35;1054726566;0
35;1074422031;0
35;1059763222;0
35;0104645840X;0
35;1054332606;0
35;1054898553;0
35;1045452017;0
35;0105025497X;0
35;1053208111;0
35;1074658558;1
35;1080129227;0
35;1080611053;0
35;1050512820;0
35;996810501;0
35;099934336X;2
35;1000839281;1
35;0106517988X;0
35;1075209498;1
35;1079658920;0
35;983610525;0
35;983935106;0
35;985775130;0
35;986558117;0
35;986605204;0
35;986779075;0
35;986811505;0
35;986944106;0
35;986953571;0
35;098708464X;0
35;987125079;0
35;987420666;0
35;987728547;0
35;988549301;0
35;988549328;0
35;988549336;0
35;988707721;0
35;989426815;0
35;990521923;0
35;099195033X;0
35;992265045;0
35;992302730;0
35;992408393;0
35;992438683;0
35;992645379;0
35;993047211;0
35;993047297;0
35;099432958X;1
35;995160791;0
35;099556826X;0
35;995766924;0
35;099576980X;0
35;996825886;0
35;998456233;0
35;998498092;0
35;1000099490;0
35;1001081196;0
35;1002142563;0
35;1002304814;0
35;1002582199;0
35;0100440655X;1
35;1006569340;0
35;1008288713;0
35;1008290688;0
35;1009199455;0
35;1009344528;0
35;1009457411;0
35;1009724096;0
35;1010743597;0
35;1011964813;0
35;1013486609;0
35;1018781765;0
35;1024098214;2
35;1029160287;1
35;1036647382;0
35;1042912750;0
35;1042961727;0
35;1042961824;0
35;1042961891;0
35;1042961905;0
35;1042961921;0
35;1042961956;0
35;1042962030;0
35;1042962057;0
35;1042962065;0
35;1042962073;0
35;0104296209X;0
35;1043008985;0
35;1043008993;0
35;1043009027;0
35;1043009035;0
35;1043009051;0
35;0104300906X;0
35;1043009094;0
35;1043009159;0
35;1043009175;0
35;1043009221;0
35;1046342487;0
35;1046765639;0
35;0104700173X;0
35;1049690702;0
35;0104993072X;0
35;1050066235;0
35;0105098238X;0
35;1051625483;0
35;0105347198X;0
35;1054712468;0
35;1058480065;0
35;1060507625;0
35;1061183017;0
35;1062958845;0
35;0106295887X;1
35;1064305962;0
35;1065719876;0
35;1070870161;0
35;1071770349;1
35;1072186586;0
35;1074468368;0
35;1074480562;0
35;1074529472;0
35;1078036608;0
35;1078904189;0
35;0107961334X;2
35;1090911718;0
35;1097447383;0
35;1097513009;0
35;0109756973X;0
35;0109971446X;0
35;1110045077;0
35;1116954133;0
35;1117149285;0
35;1120605822;0
35;1125948310;0
35;1131370147;0
35;1137057092;0
35;1137068914;0
35;1137303549;0
35;1137322403;0
35;1138284424;0
35;1138437158;0
35;1138648248;2
35;1042961999;0
35;1044905611;0
35;1052073255;0
35;1052073271;0
35;1052073301;0
35;1052073336;0
35;1069592110;0
35;1070353973;0
35;1070354007;0
35;1070354023;0
35;0107035404X;0
37;1045606227;1
37;1045889644;2
37;1046345109;0
37;1050771931;2
37;1053122411;1
37;1065889763;2
37;1074528921;2
37;1110152914;0
37;1133387500;0
37;1007147261;0
37;1047000326;0
37;1054199698;0
37;1066724210;2
37;0107218334X;2
37;1110036299;0
37;1112214798;0
37;1112215824;0
37;1112216863;0
37;1112217061;0
37;0111017182X;2
37;1058170864;0
37;1060529912;2
37;1076040535;0
37;1077314450;0
40;1029212511;1
40;1071663224;0
40;1069869481;1
40;1049466039;1
40;1050359372;2
40;1072513684;1
40;1007311576;1
40;1009116290;1
40;1001791894;0
40;1070696102;1
40;995270694;1
40;1117100324;0
40;982502060;0
40;1002016215;0
40;1008787272;0
40;1024137805;1
40;986801828;0
40;987107232;0
40;1079023569;0
40;988730189;1
40;998741043;0
40;1013398432;0
40;1096348810;0
40;988848813;1
40;991745736;0
40;994328699;0
40;996956891;0
40;1002199204;1
40;1010572350;0
40;1019178043;0
40;1044254327;0
40;1043762094;1
40;984767266;2
40;1002016266;0
40;1081173599;1
40;1097459306;0
40;994480008;0
40;996031839;0
40;995318557;0
40;995471231;0
40;1033858617;1
40;0109991969X;2
40;985775149;0
40;986184160;0
40;1014995515;0
40;987804626;0
40;991683021;0
40;991715039;0
40;1058675222;0
40;990403807;0
40;1123168431;0
40;1100552030;0
40;1043458069;2
40;1060459477;0
40;1102171859;0
40;997834137;0
40;1011502690;0
40;1042162115;0
40;1079335927;0
40;1058609858;0
40;1009014978;0
40;1109905874;0
40;1023268329;0
40;1044923458;0
40;1007832835;0
40;1042680329;0
40;1042727589;0
40;1036996786;0
40;1079399526;0
40;1074527119;0
40;0113015906X;0
40;1018135936;0
40;1077298781;0
40;1136973346;0
40;1034782002;0
40;1016525605;1
40;1011529785;0
40;1008619590;2
40;1022964704;2
40;1035717255;0
40;0106427661X;1
40;1028420021;1
40;991882776;0
40;1027014046;1
40;1023699559;0
40;988961733;0
40;0101990030X;0
40;989932079;0
40;1002147301;0
40;1051799643;0
40;1072642042;0
40;1059934337;0
40;990132285;0
40;1025904796;2
40;984080694;0
40;988750120;0
40;1007026650;1
40;1051348013;0
40;1032801573;0
40;992792347;0
40;990122174;0
40;0108014742X;1
40;987677446;0
40;1053577176;0
40;1079334440;0
40;1050212010;0
40;983538921;0
40;1033707317;1
40;099264402X;0
40;988767813;0
40;990602958;0
40;1023369648;0
40;1138987255;0
40;099031071X;1
40;977211479;1
40;991244818;2
40;995021821;0
40;1020671599;0
40;1031530398;0
40;1032595108;2
40;1033431869;0
40;1036759695;0
40;1041798199;0
40;1042667888;2
40;0107147233X;0
40;1071559796;1
40;1071559915;1
40;1071559982;1
40;0108091353X;1
40;1084797798;0
40;1100186581;1
40;1102223964;1
40;1120605776;0
40;0112929546X;1
40;1049255313;0
40;994180144;0
40;1025868455;0
40;1042580324;0
40;990884163;0
40;1024001415;0
40;988176459;0
40;988232693;0
40;988711370;0
40;989316777;0
40;991790103;0
40;992271509;0
40;998876232;0
40;1000153916;0
40;1000422577;0
40;1002063590;0
40;1011530155;0
40;1028678878;1
40;1071956140;0
40;1079609571;0
40;1038869250;0
40;1047118904;0
40;1063299349;1
40;991656342;0
40;1137069031;0
40;990338541;0
40;1024050696;0
40;1079484000;0
40;1026893771;0
40;1021097845;0
40;988812568;0
40;099033855X;0
40;990338649;0
40;1000183386;0
40;990849481;1
40;978003292;0
40;988037378;0
40;988158426;0
40;989080846;1
40;990772470;1
40;1002862078;1
40;1009008358;0
40;1015952992;0
40;1018294902;0
40;1019501340;1
40;1021586153;0
40;1021760366;0
40;1022951033;0
40;1067477799;2
40;1073301346;0
40;1098555635;1
40;1110054521;0
40;1121524443;0
40;1031595813;0
40;1049956001;2
40;1050219171;0
40;990175340;0
40;1120611156;0
40;0107103202X;0
40;990338673;0
40;996693467;0
40;1012254712;0
40;1028686110;1
40;1128745429;0
40;998064807;0
40;988984644;0
40;1002062713;0
40;984296670;2
40;986963127;0
40;989296555;0
40;992142504;0
40;994536259;0
40;998797596;0
40;999847740;0
40;1000422542;0
40;1007118067;0
40;1009027328;0
40;1010549022;0
40;1012169480;0
40;1013930878;0
40;1021276235;0
40;1021434949;0
40;0102443821X;0
40;1120606276;0
40;1028772289;0
40;1042525447;0
40;1045221732;0
40;1045747009;0
40;1046642022;0
40;989552470;0
40;1022396927;0
40;1031826297;0
40;0103542861X;0
40;984514368;0
40;987069659;2
40;991354354;0
40;994478275;0
40;994551347;0
40;994625413;0
40;995538573;0
40;999026372;0
40;0100111051X;0
40;1010476742;1
40;1011957191;0
40;1013690508;0
40;1028772904;0
40;0103547980X;0
40;1137307072;0
40;1028772130;0
40;1034391178;1
40;1035830353;0
40;1043169431;1
40;1078690421;0
40;1032922753;0
40;1096390701;0
40;988177196;0
40;1001767020;0
40;1008940364;0
40;1013264614;0
40;1014140986;0
40;0102229279X;0
40;1032969334;0
40;1030339724;2
40;1034591509;1
40;1045307246;0
40;1068716770;0
40;1003932967;0
40;1037370732;0
40;1052031404;0
40;988211459;1
40;994036086;1
40;0100155132X;0
40;1009374176;0
40;1011331438;0
40;1019946962;0
40;1063732905;0
40;1047016613;0
40;1053805160;0
40;997694637;0
40;992806194;0
40;998863319;0
40;1069423742;0
40;994591365;0
40;995845875;2
40;1011239159;1
40;1099121310;0
40;1058981331;0
40;1025991346;0
40;1119741653;0
40;1123738815;0
40;1097285022;0
40;1012886093;0
40;1021541206;0
40;1023849380;0
40;1026784689;0
40;1099937582;0
40;0104823777X;1
40;1051458439;0
40;1027747132;0
40;1133359485;0
40;988735083;0
40;1033182885;0
40;1112084274;0
40;1118747151;1
40;1127591525;0
40;1028251866;0
40;990413829;0
40;999343181;0
40;1076925324;0
40;1037264142;0
40;1009372858;0
40;1002421756;0
40;1022173952;0
40;1078861218;0
40;1120724678;0
40;1076090613;0
40;1080458468;0
40;1035340844;0
40;1050305108;0
40;977232093;0
40;984437843;0
40;987934481;0
40;987974726;0
40;988122944;0
40;988838478;0
40;988846322;1
40;989017095;0
40;990323803;0
40;993047157;0
40;994806892;0
40;099546555X;0
40;099618452X;0
40;998580376;0
40;998743496;0
40;998837954;0
40;1000446387;0
40;1002018579;0
40;1002308712;0
40;1003824072;1
40;1005801584;0
40;1007222581;0
40;1007252286;0
40;1008466549;0
40;1008662429;0
40;1008902586;0
40;1009075519;0
40;1011567970;0
40;1011687925;0
40;1011728389;0
40;1013078802;0
40;1017147051;0
40;1017635021;0
40;1020464704;0
40;1020737573;0
40;1023240246;1
40;1024082563;0
40;1025397304;0
40;1025942957;0
40;1027506852;0
40;1027775233;0
40;1029576025;0
40;1029785341;0
40;1031223851;0
40;1032018054;0
40;1038203317;0
40;1059933128;0
40;1062695461;0
40;1064105432;0
40;1065932030;0
40;1065958005;0
40;1068258632;0
40;1070834963;0
40;1070835021;0
40;1079610529;0
40;1098556429;0
40;1099311365;0
40;1101598492;0
40;1103038060;0
40;0111672958X;0
40;1120607094;0
40;1127653024;0
40;1130730077;0
40;1131875699;0
40;1137311266;0
40;1137312750;0
40;0101163967X;0
40;1016526911;0
40;1034550209;0
40;1041729251;0
40;1044039612;0
40;1048313816;0
40;1050406486;0
40;1051515513;0
40;1062640640;0
40;1063051584;0
40;1063800986;0
40;1063911591;0
40;1067865896;0
40;1071384406;0
43;0106572019X;2
43;0101018699X;0
43;1052098657;1
43;1055815775;2
43;1095540114;1
43;0101570039X;2
43;997163186;1
43;0110417068X;1
43;1046796879;0
43;1058681974;2
43;1046796895;0
43;1048606384;2
43;1076777554;0
43;1011240599;1
43;1138234397;0
43;1054297266;2
43;1036634957;0
43;1027689736;0
43;1063875048;2
43;1047796767;0
43;1118086295;1
43;1074474686;0
43;991203046;0
43;1004753888;0
43;1010477684;0
43;1014554489;0
43;1016861923;0
43;0105864405X;1
43;1069697737;0
43;1073244458;0
43;1076274544;1
43;1077956789;0
43;1079661638;0
43;1097383075;0
43;1129375943;0
43;1069863297;0
47;988074362;2
47;988530945;1
47;991375181;2
47;992144655;1
47;1138834467;2
47;1140685260;1
47;1012593150;2
47;991779746;2
47;989792781;0
47;986348201;0
47;989183203;2
47;992654696;0
47;1073870774;1
47;993638619;1
47;1141108941;0
47;0114110895X;0
47;986582182;2
47;098852998X;1
47;994360797;1
47;999376055;0
47;0100818070X;0
47;1011684233;0
47;1016894031;0
47;1017654166;0
47;0102204401X;0
47;1046909991;0
47;1114413798;0
47;1126970115;2
47;1050787390;1
47;1060646390;1
47;1122196504;1
47;986983551;1
47;988445727;1
47;0100333718X;1
47;1009867970;1
47;1014351480;1
47;1078691118;1
47;1095883941;1
47;1117148939;1
47;1122713053;2
47;1129566056;1
47;1135716048;2
47;1136667849;2
47;1137442247;1
47;1022978136;1
47;0107116385X;1
47;984639349;2
47;986701408;1
47;988484145;2
47;989015556;1
47;989119416;0
47;991503953;1
47;099282558X;1
47;993317421;0
47;993670261;1
47;993954960;1
47;995647275;0
47;1001111168;0
47;1008593818;0
47;1009385267;0
47;1018875123;1
47;1035669811;0
47;1047027798;0
47;1051378966;0
47;1059763176;0
47;1060522071;0
47;1063762448;0
47;1066949395;0
47;0106847100X;0
47;1069379530;0
47;1070547921;0
47;1070837946;0
47;1071046233;0
47;1072484781;0
47;1079412662;0
47;1083614983;0
47;1100072764;0
47;1102574406;1
47;1110373384;0
47;1110374976;0
47;1111564418;0
47;1112491708;0
47;1122198299;0
47;0112510385X;0
47;1137206527;0
47;0102220694X;1
47;1044851686;0
47;1044851775;1
47;1047362708;1
47;1050787471;0
47;0107251642X;0
49;1047798328;1
49;1109791941;2
49;1023323206;0
49;989790509;0
49;1060037580;0
49;1050666801;0
49;1068449020;1
49;1114640255;2
49;1116633051;2
49;1001215532;0
49;1011960567;0
49;1014517788;0
49;1049969537;0
49;1065874766;0
49;1099100836;0
49;990088502;0
49;998702463;1
49;1001790820;0
49;1011458330;0
49;1022135678;0
49;1048051404;0
49;1050200608;0
49;1077288247;0
49;0108092003X;0
49;1019777664;0
49;1060508346;0
49;983147523;0
49;991477685;1
49;991878647;0
49;995914664;0
49;997340142;0
49;1002251931;1
49;1009742876;0
49;1017751781;1
49;1018289585;0
49;0102108302X;0
49;1022950126;0
49;1045920339;0
49;1046481312;0
49;1047706911;0
49;1048680665;0
49;1049283619;0
49;1058058797;0
49;1062937147;0
49;1063280915;0
49;1065958811;0
49;1067368906;0
49;1068296135;0
49;1069203807;0
49;0107099863X;0
49;1077302401;0
49;1078036608;0
49;1082366129;0
49;0113164719X;0
49;1136959157;0
49;1069592110;0
49;1070353760;0
49;1070353914;0
49;1070353949;0
49;1070353965;0
49;1070353973;0
49;1070354007;0
49;1070354023;0
49;0107035404X;0
49;1113109416;0
48;1125104007;1
48;1070109363;2
48;0107413933X;1
48;1077706316;0
48;1119351510;0
48;1008992755;1
48;1025597931;0
